region,markets_count,avg_win_rate,avg_profit_factor,avg_sharpe,avg_return,avg_execution_rate,best_market,best_return
AMERICAS,2,62.5,3.018018018018018,5.779845157023089,25.480000000000004,40.0,SPX,36.40000000000001
