market,name,region,currency,timezone,point_value,liquidity_rating,avg_box_range,median_box_range,total_setups,valid_entries,invalid_trades,execution_rate,total_trades,win_rate,profit_factor,avg_r_multiple,median_r_multiple,sharpe_ratio,sortino_ratio,max_drawdown_pct,return_pct,total_pnl_usd,avg_monthly_return,avg_win,avg_loss,win_loss_ratio,avg_duration_hours,trades_under_1hour,long_trades,short_trades,long_win_rate,short_win_rate
SPX,S&P 500 E-mini Futures,AMERICAS,USD,America/New_York,50.0,5,131.96875,122.875,20,8,12,40.0,8,62.5,3.018018018018018,0.5449808301939308,0.49644840441165095,5.779845157023089,18018.958348112654,8.207850987901471,36.40000000000001,36400.0,18200.0,217.75,-120.25,1.8108108108108107,118.73958333333333,0,7,1,57.14285714285714,100.0
NDX,NASDAQ 100 E-mini Futures,AMERICAS,USD,America/New_York,20.0,5,131.96875,122.875,20,8,12,40.0,8,62.5,3.018018018018018,0.5449808301939308,0.49644840441165095,5.779845157023089,18018.958348112654,4.014645153050364,14.559999999999995,14560.0,7280.0,217.75,-120.25,1.8108108108108107,118.73958333333333,0,7,1,57.14285714285714,100.0
