region,markets_count,avg_win_rate,avg_profit_factor,avg_sharpe,avg_return,avg_execution_rate,best_market,best_return
AMERICAS,2,62.5,3.018018018018018,5.779845157023089,25.480000000000004,40.0,SPX,36.40000000000001
ASIA_PACIFIC,3,30.158730158730155,0.9291762952908783,1.4901721199689575,2.328706868489583,32.719298245614034,HSI,4.929931640625007
EUROPE,3,42.129629629629626,0.6721820880649529,-4.3460937138906734,-2.4054345703124995,43.333333333333336,IBEX,3.5819775390625086
